Domicile,First year marker,Level of study,Mode of study,Country of HE provider,Academic Year,Number
Scotland,Other years,Other undergraduate,All,England,2017/18,380
Scotland,Other years,Other undergraduate,All,England,2018/19,235
Scotland,Other years,Other undergraduate,All,Northern Ireland,2014/15,0
Scotland,Other years,Other undergraduate,All,Northern Ireland,2015/16,5
Scotland,Other years,Other undergraduate,All,Northern Ireland,2016/17,10
Scotland,Other years,Other undergraduate,All,Northern Ireland,2017/18,10
Scotland,Other years,Other undergraduate,All,Northern Ireland,2018/19,5
Scotland,Other years,Other undergraduate,All,Scotland,2014/15,5145
Scotland,Other years,Other undergraduate,All,Scotland,2015/16,5020
Scotland,Other years,Other undergraduate,All,Scotland,2016/17,5185
Scotland,Other years,Other undergraduate,All,Scotland,2017/18,4420
Scotland,Other years,Other undergraduate,All,Scotland,2018/19,4520
Scotland,Other years,Other undergraduate,All,Wales,2014/15,0
Scotland,Other years,Other undergraduate,All,Wales,2015/16,5
Scotland,Other years,Other undergraduate,All,Wales,2016/17,5
Scotland,Other years,Other undergraduate,All,Wales,2017/18,5
Scotland,Other years,Other undergraduate,All,Wales,2018/19,5
Scotland,All,Other undergraduate,All,All,2014/15,20920
Scotland,All,Other undergraduate,All,All,2015/16,19375
Scotland,All,Other undergraduate,All,All,2016/17,19920
Scotland,All,Other undergraduate,All,All,2017/18,17960
Scotland,All,Other undergraduate,All,All,2018/19,17580
Scotland,All,Other undergraduate,Full-time,All,2014/15,4385
Scotland,All,Other undergraduate,Full-time,All,2015/16,4175
Scotland,All,Other undergraduate,Full-time,All,2016/17,4055
Scotland,All,Other undergraduate,Full-time,All,2017/18,4020
Scotland,All,Other undergraduate,Full-time,All,2018/19,3930
Scotland,All,Other undergraduate,Part-time,All,2014/15,16535
Scotland,All,Other undergraduate,Part-time,All,2015/16,15195
Scotland,All,Other undergraduate,Part-time,All,2016/17,15860
Scotland,All,Other undergraduate,Part-time,All,2017/18,13940
Scotland,All,Other undergraduate,Part-time,All,2018/19,13650
Scotland,First year,Other undergraduate,All,All,2014/15,15310
Scotland,First year,Other undergraduate,All,All,2015/16,13905
Scotland,First year,Other undergraduate,All,All,2016/17,14255
Scotland,First year,Other undergraduate,All,All,2017/18,13145
Scotland,First year,Other undergraduate,All,All,2018/19,12810
Scotland,First year,Other undergraduate,Full-time,All,2014/15,3190
Scotland,First year,Other undergraduate,Full-time,All,2015/16,2985
Scotland,First year,Other undergraduate,Full-time,All,2016/17,2825
Scotland,First year,Other undergraduate,Full-time,All,2017/18,2805
Scotland,First year,Other undergraduate,Full-time,All,2018/19,2765
Scotland,First year,Other undergraduate,Part-time,All,2014/15,12125
Scotland,First year,Other undergraduate,Part-time,All,2015/16,10920
Scotland,First year,Other undergraduate,Part-time,All,2016/17,11425
Scotland,First year,Other undergraduate,Part-time,All,2017/18,10345
Scotland,First year,Other undergraduate,Part-time,All,2018/19,10045
Scotland,Other years,Other undergraduate,All,All,2014/15,5610
Scotland,Other years,Other undergraduate,All,All,2015/16,5470
Scotland,Other years,Other undergraduate,All,All,2016/17,5665
Scotland,Other years,Other undergraduate,All,All,2017/18,4815
Scotland,Other years,Other undergraduate,All,All,2018/19,4770
Scotland,Other years,Other undergraduate,Full-time,All,2014/15,1195
Scotland,Other years,Other undergraduate,Full-time,All,2015/16,1195
Scotland,Other years,Other undergraduate,Full-time,All,2016/17,1230
Scotland,Other years,Other undergraduate,Full-time,All,2017/18,1220
Scotland,Other years,Other undergraduate,Full-time,All,2018/19,1165
Scotland,Other years,Other undergraduate,Part-time,All,2014/15,4415
Scotland,Other years,Other undergraduate,Part-time,All,2015/16,4275
Scotland,Other years,Other undergraduate,Part-time,All,2016/17,4435
Scotland,Other years,Other undergraduate,Part-time,All,2017/18,3595
Scotland,Other years,Other undergraduate,Part-time,All,2018/19,3600
Scotland,All,All undergraduate,All,All,2014/15,134995
Scotland,All,All undergraduate,All,All,2015/16,135925
Scotland,All,All undergraduate,All,All,2016/17,138655
Scotland,All,All undergraduate,All,All,2017/18,139170
Scotland,All,All undergraduate,All,All,2018/19,141415
Scotland,All,All undergraduate,All,England,2014/15,5880
Scotland,All,All undergraduate,All,England,2015/16,5920
Scotland,All,All undergraduate,All,England,2016/17,5980
Scotland,All,All undergraduate,All,England,2017/18,5775
Scotland,All,All undergraduate,All,England,2018/19,5610
Scotland,All,All undergraduate,All,Northern Ireland,2014/15,85
Scotland,All,All undergraduate,All,Northern Ireland,2015/16,115
Scotland,All,All undergraduate,All,Northern Ireland,2016/17,115
Scotland,All,All undergraduate,All,Northern Ireland,2017/18,115
Scotland,All,All undergraduate,All,Northern Ireland,2018/19,140
Scotland,All,All undergraduate,All,Scotland,2014/15,128810
Scotland,All,All undergraduate,All,Scotland,2015/16,129695
Scotland,All,All undergraduate,All,Scotland,2016/17,132375
Scotland,All,All undergraduate,All,Scotland,2017/18,133110
Scotland,All,All undergraduate,All,Scotland,2018/19,135505
Scotland,All,All undergraduate,All,Wales,2014/15,225
Scotland,All,All undergraduate,All,Wales,2015/16,195
Scotland,All,All undergraduate,All,Wales,2016/17,185
Scotland,All,All undergraduate,All,Wales,2017/18,170
Scotland,All,All undergraduate,All,Wales,2018/19,160
Scotland,All,All undergraduate,Full-time,All,2014/15,102085
Scotland,All,All undergraduate,Full-time,All,2015/16,103530
Scotland,All,All undergraduate,Full-time,All,2016/17,104540
Scotland,All,All undergraduate,Full-time,All,2017/18,106145
Scotland,All,All undergraduate,Full-time,All,2018/19,107835
Scotland,All,All undergraduate,Full-time,England,2014/15,4470
Scotland,All,All undergraduate,Full-time,England,2015/16,4440
Scotland,All,All undergraduate,Full-time,England,2016/17,4620
Scotland,All,All undergraduate,Full-time,England,2017/18,4615
Scotland,All,All undergraduate,Full-time,England,2018/19,4560
Scotland,All,All undergraduate,Full-time,Northern Ireland,2014/15,55
Scotland,All,All undergraduate,Full-time,Northern Ireland,2015/16,60
Scotland,All,All undergraduate,Full-time,Northern Ireland,2016/17,70
Scotland,All,All undergraduate,Full-time,Northern Ireland,2017/18,75
Scotland,All,All undergraduate,Full-time,Northern Ireland,2018/19,80
Scotland,All,All undergraduate,Full-time,Scotland,2014/15,97375
Scotland,All,All undergraduate,Full-time,Scotland,2015/16,98860
Scotland,All,All undergraduate,Full-time,Scotland,2016/17,99695
Scotland,All,All undergraduate,Full-time,Scotland,2017/18,101310
Scotland,All,All undergraduate,Full-time,Scotland,2018/19,103050
Scotland,All,All undergraduate,Full-time,Wales,2014/15,185
Scotland,All,All undergraduate,Full-time,Wales,2015/16,170
Scotland,All,All undergraduate,Full-time,Wales,2016/17,160
Scotland,All,All undergraduate,Full-time,Wales,2017/18,145
Scotland,All,All undergraduate,Full-time,Wales,2018/19,140
Scotland,All,All undergraduate,Part-time,All,2014/15,32910
Scotland,All,All undergraduate,Part-time,All,2015/16,32395
Scotland,All,All undergraduate,Part-time,All,2016/17,34115
Scotland,All,All undergraduate,Part-time,All,2017/18,33030
Scotland,All,All undergraduate,Part-time,All,2018/19,33580
Scotland,All,All undergraduate,Part-time,England,2014/15,1415
Scotland,All,All undergraduate,Part-time,England,2015/16,1480
Scotland,All,All undergraduate,Part-time,England,2016/17,1360
Scotland,All,All undergraduate,Part-time,England,2017/18,1165
Scotland,All,All undergraduate,Part-time,England,2018/19,1050
Scotland,All,All undergraduate,Part-time,Northern Ireland,2014/15,30
Scotland,All,All undergraduate,Part-time,Northern Ireland,2015/16,55
Scotland,All,All undergraduate,Part-time,Northern Ireland,2016/17,50
Scotland,All,All undergraduate,Part-time,Northern Ireland,2017/18,40
Scotland,All,All undergraduate,Part-time,Northern Ireland,2018/19,55
Scotland,All,All undergraduate,Part-time,Scotland,2014/15,31430
Scotland,All,All undergraduate,Part-time,Scotland,2015/16,30835
Scotland,All,All undergraduate,Part-time,Scotland,2016/17,32680
Scotland,All,All undergraduate,Part-time,Scotland,2017/18,31800
Scotland,All,All undergraduate,Part-time,Scotland,2018/19,32455
Scotland,All,All undergraduate,Part-time,Wales,2014/15,35
Scotland,All,All undergraduate,Part-time,Wales,2015/16,30
Scotland,All,All undergraduate,Part-time,Wales,2016/17,25
Scotland,All,All undergraduate,Part-time,Wales,2017/18,25
Scotland,All,All undergraduate,Part-time,Wales,2018/19,15
Scotland,First year,All undergraduate,All,All,2014/15,50575
Scotland,First year,All undergraduate,All,All,2015/16,50225
Scotland,First year,All undergraduate,All,All,2016/17,51235
Scotland,First year,All undergraduate,All,All,2017/18,51620
Scotland,First year,All undergraduate,All,All,2018/19,52250
Scotland,First year,All undergraduate,All,England,2014/15,2340
Scotland,First year,All undergraduate,All,England,2015/16,2520
Scotland,First year,All undergraduate,All,England,2016/17,2425
Scotland,First year,All undergraduate,All,England,2017/18,2175
Scotland,First year,All undergraduate,All,England,2018/19,2115
Scotland,First year,All undergraduate,All,Northern Ireland,2014/15,30
Scotland,First year,All undergraduate,All,Northern Ireland,2015/16,70
Scotland,First year,All undergraduate,All,Northern Ireland,2016/17,50
Scotland,First year,All undergraduate,All,Northern Ireland,2017/18,55
Scotland,First year,All undergraduate,All,Northern Ireland,2018/19,65
Scotland,First year,All undergraduate,All,Scotland,2014/15,48110
Scotland,First year,All undergraduate,All,Scotland,2015/16,47575
Scotland,First year,All undergraduate,All,Scotland,2016/17,48695
Scotland,First year,All undergraduate,All,Scotland,2017/18,49320
Scotland,First year,All undergraduate,All,Scotland,2018/19,50010
Scotland,First year,All undergraduate,All,Wales,2014/15,90
Scotland,First year,All undergraduate,All,Wales,2015/16,60
Scotland,First year,All undergraduate,All,Wales,2016/17,65
Scotland,First year,All undergraduate,All,Wales,2017/18,70
Scotland,First year,All undergraduate,All,Wales,2018/19,60
Scotland,First year,All undergraduate,Full-time,All,2014/15,33320
Scotland,First year,All undergraduate,Full-time,All,2015/16,33335
Scotland,First year,All undergraduate,Full-time,All,2016/17,33385
Scotland,First year,All undergraduate,Full-time,All,2017/18,34285
Scotland,First year,All undergraduate,Full-time,All,2018/19,35340
Scotland,First year,All undergraduate,Full-time,England,2014/15,1525
Scotland,First year,All undergraduate,Full-time,England,2015/16,1620
Scotland,First year,All undergraduate,Full-time,England,2016/17,1710
Scotland,First year,All undergraduate,Full-time,England,2017/18,1570
Scotland,First year,All undergraduate,Full-time,England,2018/19,1485
Scotland,First year,All undergraduate,Full-time,Northern Ireland,2014/15,10
Scotland,First year,All undergraduate,Full-time,Northern Ireland,2015/16,25
Scotland,First year,All undergraduate,Full-time,Northern Ireland,2016/17,20
Scotland,First year,All undergraduate,Full-time,Northern Ireland,2017/18,30
Scotland,First year,All undergraduate,Full-time,Northern Ireland,2018/19,30
Scotland,First year,All undergraduate,Full-time,Scotland,2014/15,31710
Scotland,First year,All undergraduate,Full-time,Scotland,2015/16,31650
Scotland,First year,All undergraduate,Full-time,Scotland,2016/17,31605
Scotland,First year,All undergraduate,Full-time,Scotland,2017/18,32625
Scotland,First year,All undergraduate,Full-time,Scotland,2018/19,33780
Scotland,First year,All undergraduate,Full-time,Wales,2014/15,70
Scotland,First year,All undergraduate,Full-time,Wales,2015/16,50
Scotland,First year,All undergraduate,Full-time,Wales,2016/17,50
Scotland,First year,All undergraduate,Full-time,Wales,2017/18,55
Scotland,First year,All undergraduate,Full-time,Wales,2018/19,50
Scotland,First year,All undergraduate,Part-time,All,2014/15,17255
Scotland,First year,All undergraduate,Part-time,All,2015/16,16890
Scotland,First year,All undergraduate,Part-time,All,2016/17,17850
Scotland,First year,All undergraduate,Part-time,All,2017/18,17335
Scotland,First year,All undergraduate,Part-time,All,2018/19,16905
Scotland,First year,All undergraduate,Part-time,England,2014/15,815
Scotland,First year,All undergraduate,Part-time,England,2015/16,905
Scotland,First year,All undergraduate,Part-time,England,2016/17,715
Scotland,First year,All undergraduate,Part-time,England,2017/18,605
Scotland,First year,All undergraduate,Part-time,England,2018/19,625
Scotland,First year,All undergraduate,Part-time,Northern Ireland,2014/15,20
Scotland,First year,All undergraduate,Part-time,Northern Ireland,2015/16,45
Scotland,First year,All undergraduate,Part-time,Northern Ireland,2016/17,30
Scotland,First year,All undergraduate,Part-time,Northern Ireland,2017/18,25
Scotland,First year,All undergraduate,Part-time,Northern Ireland,2018/19,40
Scotland,First year,All undergraduate,Part-time,Scotland,2014/15,16400
Scotland,First year,All undergraduate,Part-time,Scotland,2015/16,15925
Scotland,First year,All undergraduate,Part-time,Scotland,2016/17,17090
Scotland,First year,All undergraduate,Part-time,Scotland,2017/18,16690
Scotland,First year,All undergraduate,Part-time,Scotland,2018/19,16235
Scotland,First year,All undergraduate,Part-time,Wales,2014/15,20
Scotland,First year,All undergraduate,Part-time,Wales,2015/16,15
Scotland,First year,All undergraduate,Part-time,Wales,2016/17,15
Scotland,First year,All undergraduate,Part-time,Wales,2017/18,15
Scotland,First year,All undergraduate,Part-time,Wales,2018/19,10
Scotland,Other years,All undergraduate,All,All,2014/15,84420
Scotland,Other years,All undergraduate,All,All,2015/16,85700
Scotland,Other years,All undergraduate,All,All,2016/17,87420
Scotland,Other years,All undergraduate,All,All,2017/18,87550
Scotland,Other years,All undergraduate,All,All,2018/19,89165
Scotland,Other years,All undergraduate,All,England,2014/15,3540
Scotland,Other years,All undergraduate,All,England,2015/16,3400
Scotland,Other years,All undergraduate,All,England,2016/17,3555
Scotland,Other years,All undergraduate,All,England,2017/18,3600
Scotland,Other years,All undergraduate,All,England,2018/19,3500
Scotland,Other years,All undergraduate,All,Northern Ireland,2014/15,50
Scotland,Other years,All undergraduate,All,Northern Ireland,2015/16,45
Scotland,Other years,All undergraduate,All,Northern Ireland,2016/17,65
Scotland,Other years,All undergraduate,All,Northern Ireland,2017/18,60
